answer_id,document_id,question_id,text,answer_start,answer_end,answer_category,question,file_name,context
903566,1519805,1018521,THE MANDVI NAGARIK SAHAKARI BANK LTD,0,36,,PDF_Bank Name,ICIC_MDV1_UPI1_202302_D_MDV1UPI102230018.txt,"THE MANDVI NAGARIK SAHAKARI BANK LTD. MAIN ROAD, MANDVI, SURAT, GUJARAT, 394160 INVOICE DATE: 28-02-2023 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 MDV1UP|102230018 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INT"
903568,1519805,1018522,"MAIN ROAD, MANDVI, SURAT, GUJARAT, 394160",38,79,,PDF_Address,ICIC_MDV1_UPI1_202302_D_MDV1UPI102230018.txt,"THE MANDVI NAGARIK SAHAKARI BANK LTD. MAIN ROAD, MANDVI, SURAT, GUJARAT, 394160 INVOICE DATE: 28-02-2023 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 MDV1UP|102230018 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 9"
903514,1519802,1018525,5948.28,522,529,,PDF_CGST @ 9%,ICIC_MCBL_NFS1_202301_D_MCBLNFS101230084.txt, NO: STATE :MAHARASHTRA STATE CODE :27 MCBLNFS101230084 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF JAN-23 997158 NO. OF FINANCIAL TRANSACTIONS 3790 64430.00 NO. OF NON-FINANCIAL TRANSACTIONS 277 1662.00 TOTAL 66092.00 CGST 5948.28 SGST/UGST @9%% 5948.28 IGST @ 18% 0.00 GRAND TOTAL 77988.56 TOTAL (AMOUNT IN WORDS) RUPEES SEVENTY SEVEN THOUSAND NINE HUNDRED EIGHTY EIGHT AND FIFTY SIX PAISE ONLY FOR THE MAHANAGAR CO-OP. BANK LTD. GSTIN: 27AAAAM3138Q227 PAN: AAAAM31380 STATE: MAHARASHTRA XXXXXXXXXXXXXXX ASH IN BANKING TECHNOLOGY
903515,1519802,1018523,27AAAAM3138Q227,737,752,,PDF_GSTIN,ICIC_MCBL_NFS1_202301_D_MCBLNFS101230084.txt,IONS 3790 64430.00 NO. OF NON-FINANCIAL TRANSACTIONS 277 1662.00 TOTAL 66092.00 CGST 5948.28 SGST/UGST @9%% 5948.28 IGST @ 18% 0.00 GRAND TOTAL 77988.56 TOTAL (AMOUNT IN WORDS) RUPEES SEVENTY SEVEN THOUSAND NINE HUNDRED EIGHTY EIGHT AND FIFTY SIX PAISE ONLY FOR THE MAHANAGAR CO-OP. BANK LTD. GSTIN: 27AAAAM3138Q227 PAN: AAAAM31380 STATE: MAHARASHTRA XXXXXXXXXXXXXXX ASH IN BANKING TECHNOLOGY
903519,1519802,1018527,@ 18% 0.00,558,568,,PDF_IGST @ 18%,ICIC_MCBL_NFS1_202301_D_MCBLNFS101230084.txt,27 MCBLNFS101230084 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF JAN-23 997158 NO. OF FINANCIAL TRANSACTIONS 3790 64430.00 NO. OF NON-FINANCIAL TRANSACTIONS 277 1662.00 TOTAL 66092.00 CGST 5948.28 SGST/UGST @9%% 5948.28 IGST @ 18% 0.00 GRAND TOTAL 77988.56 TOTAL (AMOUNT IN WORDS) RUPEES SEVENTY SEVEN THOUSAND NINE HUNDRED EIGHTY EIGHT AND FIFTY SIX PAISE ONLY FOR THE MAHANAGAR CO-OP. BANK LTD. GSTIN: 27AAAAM3138Q227 PAN: AAAAM31380 STATE: MAHARASHTRA XXXXXXXXXXXXXXX ASH IN BANKING TECHNOLOGY
903521,1519802,1018528, 31-01-2023,112,123,,PDF_Invoice date,ICIC_MCBL_NFS1_202301_D_MCBLNFS101230084.txt,"THE MAHANAGAR CO-OP. BANK LTD. GR.FIR, HIRAMANI SUPER MARKET, DR.B.A.ROAD, LALBAUG, MUMBAI, 400012 INVOICE DATE: 31-01-2023 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI, 400051 INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 MCBLNFS101230084 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF JAN-23 997158 NO. OF FINA"
903524,1519802,1018526,@9%% 5948.28,540,552,,PDF_SGST / UGST @ 9 %,ICIC_MCBL_NFS1_202301_D_MCBLNFS101230084.txt,SHTRA STATE CODE :27 MCBLNFS101230084 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF JAN-23 997158 NO. OF FINANCIAL TRANSACTIONS 3790 64430.00 NO. OF NON-FINANCIAL TRANSACTIONS 277 1662.00 TOTAL 66092.00 CGST 5948.28 SGST/UGST @9%% 5948.28 IGST @ 18% 0.00 GRAND TOTAL 77988.56 TOTAL (AMOUNT IN WORDS) RUPEES SEVENTY SEVEN THOUSAND NINE HUNDRED EIGHTY EIGHT AND FIFTY SIX PAISE ONLY FOR THE MAHANAGAR CO-OP. BANK LTD. GSTIN: 27AAAAM3138Q227 PAN: AAAAM31380 STATE: MAHARASHTRA XXXXXXXXXXXXXXX ASH IN BANKING TECHNOLOGY
903528,1519803,1018519,27AAACI1195H1ZM,258,273,,ICICI GST NO,ICIC_MCCX_NACH_202301_D_MCCXNACH01230008.txt,"THE MUKTSAR CENTRAL CO-OPERATED BANK LTD ADARSH SCHOOL STREET, MUKTSAR INVOICE DATE: 31-01-2023 CUSTOMER: ICICI BANK LTD. ADDRESS: ICICI BANK TOWERS, BANDRA KURLA COMPLEX, MUMBAI - 400051 INVOICE NO: MCCXNACH01230008 STATE: MAHARASHTRA STATE CODE: 27 GSTIN: 27AAACI1195H1ZM SR. NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT (RS.) 1 INTERCHANGE RECEIVED FOR THE MONTH OF JAN-23 997158 ACH DEBIT (306) 4.50 ACH DEBIT (306)-RPN 1,50 TOTAL 6.00 CGST @ 9% SGST/UGST @ 9% 0.00 IGST @ 18% 1.08 GRAND TOTAL 7.08 TOTAL (AMOUNT IN WORDS) RUPEES SEVEN AND EIGHT PAISE ONLY FOR TH"
903535,1519803,1018525,@ 9%,451,455,,PDF_CGST @ 9%,ICIC_MCCX_NACH_202301_D_MCCXNACH01230008.txt,"ANDRA KURLA COMPLEX, MUMBAI - 400051 INVOICE NO: MCCXNACH01230008 STATE: MAHARASHTRA STATE CODE: 27 GSTIN: 27AAACI1195H1ZM SR. NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT (RS.) 1 INTERCHANGE RECEIVED FOR THE MONTH OF JAN-23 997158 ACH DEBIT (306) 4.50 ACH DEBIT (306)-RPN 1,50 TOTAL 6.00 CGST @ 9% SGST/UGST @ 9% 0.00 IGST @ 18% 1.08 GRAND TOTAL 7.08 TOTAL (AMOUNT IN WORDS) RUPEES SEVEN AND EIGHT PAISE ONLY FOR THE MUKTSAR CENTRAL CO-OPERATED BANK LTD GSTIN: OBAAACTS773C1ZN PAN: AAACT5773C STATE: PUNJAB DIGITALLY SIGNED BY TIRATH SINGH DATE: 2023.04.11 15:20:47 +05:30"
903537,1519803,1018523,OBAAACTS773C1ZN,619,634,,PDF_GSTIN,ICIC_MCCX_NACH_202301_D_MCCXNACH01230008.txt,"IT AMOUNT (RS.) 1 INTERCHANGE RECEIVED FOR THE MONTH OF JAN-23 997158 ACH DEBIT (306) 4.50 ACH DEBIT (306)-RPN 1,50 TOTAL 6.00 CGST @ 9% SGST/UGST @ 9% 0.00 IGST @ 18% 1.08 GRAND TOTAL 7.08 TOTAL (AMOUNT IN WORDS) RUPEES SEVEN AND EIGHT PAISE ONLY FOR THE MUKTSAR CENTRAL CO-OPERATED BANK LTD GSTIN: OBAAACTS773C1ZN PAN: AAACT5773C STATE: PUNJAB DIGITALLY SIGNED BY TIRATH SINGH DATE: 2023.04.11 15:20:47 +05:30"
903539,1519803,1018527,@ 18% 1.08,481,491,,PDF_IGST @ 18%,ICIC_MCCX_NACH_202301_D_MCCXNACH01230008.txt,"400051 INVOICE NO: MCCXNACH01230008 STATE: MAHARASHTRA STATE CODE: 27 GSTIN: 27AAACI1195H1ZM SR. NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT (RS.) 1 INTERCHANGE RECEIVED FOR THE MONTH OF JAN-23 997158 ACH DEBIT (306) 4.50 ACH DEBIT (306)-RPN 1,50 TOTAL 6.00 CGST @ 9% SGST/UGST @ 9% 0.00 IGST @ 18% 1.08 GRAND TOTAL 7.08 TOTAL (AMOUNT IN WORDS) RUPEES SEVEN AND EIGHT PAISE ONLY FOR THE MUKTSAR CENTRAL CO-OPERATED BANK LTD GSTIN: OBAAACTS773C1ZN PAN: AAACT5773C STATE: PUNJAB DIGITALLY SIGNED BY TIRATH SINGH DATE: 2023.04.11 15:20:47 +05:30"
903547,1519803,1018520,MCCXNACH01230008,200,216,,PDF_Invoice Number,ICIC_MCCX_NACH_202301_D_MCCXNACH01230008.txt,"THE MUKTSAR CENTRAL CO-OPERATED BANK LTD ADARSH SCHOOL STREET, MUKTSAR INVOICE DATE: 31-01-2023 CUSTOMER: ICICI BANK LTD. ADDRESS: ICICI BANK TOWERS, BANDRA KURLA COMPLEX, MUMBAI - 400051 INVOICE NO: MCCXNACH01230008 STATE: MAHARASHTRA STATE CODE: 27 GSTIN: 27AAACI1195H1ZM SR. NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT (RS.) 1 INTERCHANGE RECEIVED FOR THE MONTH OF JAN-23 997158 ACH DEBIT (306) 4.50 ACH DEBIT (306)-RPN 1,50 TOTAL 6.00 CGST @ 9% SGST/UGST @ 9% 0.00 IGST @ 18% 1.08 GRAND TOTAL 7.08 TOTAL ("
903544,1519803,1018528,31-01-2023,85,95,,PDF_Invoice date,ICIC_MCCX_NACH_202301_D_MCCXNACH01230008.txt,"THE MUKTSAR CENTRAL CO-OPERATED BANK LTD ADARSH SCHOOL STREET, MUKTSAR INVOICE DATE: 31-01-2023 CUSTOMER: ICICI BANK LTD. ADDRESS: ICICI BANK TOWERS, BANDRA KURLA COMPLEX, MUMBAI - 400051 INVOICE NO: MCCXNACH01230008 STATE: MAHARASHTRA STATE CODE: 27 GSTIN: 27AAACI1195H1ZM SR. NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT (RS.) 1 INTERCHANGE RECEIVED FOR THE MONTH OF JAN-23 997158 ACH DE"
903549,1519803,1018526,@ 9% 0.00,466,475,,PDF_SGST / UGST @ 9 %,ICIC_MCCX_NACH_202301_D_MCCXNACH01230008.txt,"PLEX, MUMBAI - 400051 INVOICE NO: MCCXNACH01230008 STATE: MAHARASHTRA STATE CODE: 27 GSTIN: 27AAACI1195H1ZM SR. NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT (RS.) 1 INTERCHANGE RECEIVED FOR THE MONTH OF JAN-23 997158 ACH DEBIT (306) 4.50 ACH DEBIT (306)-RPN 1,50 TOTAL 6.00 CGST @ 9% SGST/UGST @ 9% 0.00 IGST @ 18% 1.08 GRAND TOTAL 7.08 TOTAL (AMOUNT IN WORDS) RUPEES SEVEN AND EIGHT PAISE ONLY FOR THE MUKTSAR CENTRAL CO-OPERATED BANK LTD GSTIN: OBAAACTS773C1ZN PAN: AAACT5773C STATE: PUNJAB DIGITALLY SIGNED BY TIRATH SINGH DATE: 2023.04.11 15:20:47 +05:30"
903553,1519804,1018519,27AAACI1195H1ZM,253,268,,ICICI GST NO,ICIC_MDV1_IMPS_202302_D_MDV1IMPS02230011.txt,"THE MANDVI NAGARIK SAHAKARI BANK LTD. MAIN ROAD,AT & PO. MADVI, TA. MANDVI INVOICE DATE: 28-02-2023 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 MDV1IMPS02230011 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 997158 FUND TRANSFER TRANSACTIONS 12 15,25 TOTAL 15.25 CGST @ 9% 0.00 SGST/UGST @9%% 0,00 IGST @ 18% 2.75 GRAND TOTAL 18.00 TOTAL (AMOUNT IN WORDS) RUPEES EIGHTEEN FOR THE MANDVI NAGARIK SAHAKARI"
903558,1519804,1018525,@ 9% 0.00,433,442,,PDF_CGST @ 9%,ICIC_MDV1_IMPS_202302_D_MDV1IMPS02230011.txt,":ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 MDV1IMPS02230011 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 997158 FUND TRANSFER TRANSACTIONS 12 15,25 TOTAL 15.25 CGST @ 9% 0.00 SGST/UGST @9%% 0,00 IGST @ 18% 2.75 GRAND TOTAL 18.00 TOTAL (AMOUNT IN WORDS) RUPEES EIGHTEEN FOR THE MANDVI NAGARIK SAHAKARI BANK LTD. GSTIN: 24AAAAT3034C125 PAN: AAAAT3034C STATE: GUJARAT APPROVAL SIGNATURE SIGNER: ASHUTOSH BALVANTRAY UPADHYAY DATA: 23 MARCH 2023 14:35 REASON: DIGITALLY SIGNED"
903559,1519804,1018523, 24AAAAT3034C125,585,601,,PDF_GSTIN,ICIC_MDV1_IMPS_202302_D_MDV1IMPS02230011.txt,"ON HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 997158 FUND TRANSFER TRANSACTIONS 12 15,25 TOTAL 15.25 CGST @ 9% 0.00 SGST/UGST @9%% 0,00 IGST @ 18% 2.75 GRAND TOTAL 18.00 TOTAL (AMOUNT IN WORDS) RUPEES EIGHTEEN FOR THE MANDVI NAGARIK SAHAKARI BANK LTD. GSTIN: 24AAAAT3034C125 PAN: AAAAT3034C STATE: GUJARAT APPROVAL SIGNATURE SIGNER: ASHUTOSH BALVANTRAY UPADHYAY DATA: 23 MARCH 2023 14:35 REASON: DIGITALLY SIGNED"
903560,1519804,1018527,@ 18% 2.75,468,478,,PDF_IGST @ 18%,ICIC_MDV1_IMPS_202302_D_MDV1IMPS02230011.txt,"C ROAD, MUMBAI INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 MDV1IMPS02230011 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 997158 FUND TRANSFER TRANSACTIONS 12 15,25 TOTAL 15.25 CGST @ 9% 0.00 SGST/UGST @9%% 0,00 IGST @ 18% 2.75 GRAND TOTAL 18.00 TOTAL (AMOUNT IN WORDS) RUPEES EIGHTEEN FOR THE MANDVI NAGARIK SAHAKARI BANK LTD. GSTIN: 24AAAAT3034C125 PAN: AAAAT3034C STATE: GUJARAT APPROVAL SIGNATURE SIGNER: ASHUTOSH BALVANTRAY UPADHYAY DATA: 23 MARCH 2023 14:35 REASON: DIGITALLY SIGNED"
903562,1519804,1018528, 28-02-2023,88,99,,PDF_Invoice date,ICIC_MDV1_IMPS_202302_D_MDV1IMPS02230011.txt,"THE MANDVI NAGARIK SAHAKARI BANK LTD. MAIN ROAD,AT & PO. MADVI, TA. MANDVI INVOICE DATE: 28-02-2023 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 MDV1IMPS02230011 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 997158 FUND TRANSFER TRANS"
903564,1519804,1018526,"@9%% 0,00",453,462,,PDF_SGST / UGST @ 9 %,ICIC_MDV1_IMPS_202302_D_MDV1IMPS02230011.txt,"ROUND FLOOR, BKC ROAD, MUMBAI INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 MDV1IMPS02230011 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 997158 FUND TRANSFER TRANSACTIONS 12 15,25 TOTAL 15.25 CGST @ 9% 0.00 SGST/UGST @9%% 0,00 IGST @ 18% 2.75 GRAND TOTAL 18.00 TOTAL (AMOUNT IN WORDS) RUPEES EIGHTEEN FOR THE MANDVI NAGARIK SAHAKARI BANK LTD. GSTIN: 24AAAAT3034C125 PAN: AAAAT3034C STATE: GUJARAT APPROVAL SIGNATURE SIGNER: ASHUTOSH BALVANTRAY UPADHYAY DATA: 23 MARCH 2023 14:35 REASON: DIGITALLY SIGNED"
903567,1519805,1018519,:27AAACI1195H1ZM,257,273,,ICICI GST NO,ICIC_MDV1_UPI1_202302_D_MDV1UPI102230018.txt,"THE MANDVI NAGARIK SAHAKARI BANK LTD. MAIN ROAD, MANDVI, SURAT, GUJARAT, 394160 INVOICE DATE: 28-02-2023 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 MDV1UP|102230018 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 997158 FUND TRANSFER TRANSACTIONS 63 25.46 MERCHANT TRANSACTIONS TOTAL 25.46 CGST @ 9% 0.00 SGST/UGST @9%% 0,00 IGST @ 18% 4.58 GRAND TOTAL 30.04 TOTAL (AMOUNT IN WORDS) RUPEES THIRTY AND FOUR PA"
903569,1519805,1018525,@ 9% 0.00,460,469,,PDF_CGST @ 9%,ICIC_MDV1_UPI1_202302_D_MDV1UPI102230018.txt,"UND FLOOR, BKC ROAD, MUMBAI INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 MDV1UP|102230018 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 997158 FUND TRANSFER TRANSACTIONS 63 25.46 MERCHANT TRANSACTIONS TOTAL 25.46 CGST @ 9% 0.00 SGST/UGST @9%% 0,00 IGST @ 18% 4.58 GRAND TOTAL 30.04 TOTAL (AMOUNT IN WORDS) RUPEES THIRTY AND FOUR PAISE ONLY FOR THE MANDVI NAGARIK SAHAKARI BANK LTD. GSTIN: 24AAAAT3034C125 PAN: AAAAT3034C STATE: GUJARAT APPROVAL SIGNATURE SIGNER: ASHUTOSH BALVANTRAY UPADHYAY DATA: 23 MARCH 2023 14:35 REASON: D"
903572,1519805,1018524,INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 997158 FUND TRANSFER TRANSACTIONS 63 25.46 MERCHANT TRANSACTIONS TOTAL 25.46,333,454,,PDF_Interchange Fees,ICIC_MDV1_UPI1_202302_D_MDV1UPI102230018.txt,"LTD. MAIN ROAD, MANDVI, SURAT, GUJARAT, 394160 INVOICE DATE: 28-02-2023 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 MDV1UP|102230018 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 997158 FUND TRANSFER TRANSACTIONS 63 25.46 MERCHANT TRANSACTIONS TOTAL 25.46 CGST @ 9% 0.00 SGST/UGST @9%% 0,00 IGST @ 18% 4.58 GRAND TOTAL 30.04 TOTAL (AMOUNT IN WORDS) RUPEES THIRTY AND FOUR PAISE ONLY FOR THE MANDVI NAGARIK SAHAKARI BANK LTD. GSTIN: 24AAAAT3034C125 PAN: AAAAT3034C STATE: GUJARAT APPROVAL SIGNATURE SIGNER: ASHUTOSH BALVANTRAY UPADHYAY DATA: 23 MARCH 2023 "
903575,1519805,1018520,MDV1UP|102230018,234,250,,PDF_Invoice Number,ICIC_MDV1_UPI1_202302_D_MDV1UPI102230018.txt,"THE MANDVI NAGARIK SAHAKARI BANK LTD. MAIN ROAD, MANDVI, SURAT, GUJARAT, 394160 INVOICE DATE: 28-02-2023 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 MDV1UP|102230018 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 997158 FUND TRANSFER TRANSACTIONS 63 25.46 MERCHANT TRANSACTIONS TOTAL 25.46 CGST @ 9% 0.00 SGST/UGST @9%% 0,00 IGST @ 18% 4.58 GRAND TOTAL 30.04 TOTAL (AMOUNT IN WORDS) RU"
903579,1519805,1018529,DIGITALLY SIGNED,768,784,,Signature Remarks,ICIC_MDV1_UPI1_202302_D_MDV1UPI102230018.txt,"0 SGST/UGST @9%% 0,00 IGST @ 18% 4.58 GRAND TOTAL 30.04 TOTAL (AMOUNT IN WORDS) RUPEES THIRTY AND FOUR PAISE ONLY FOR THE MANDVI NAGARIK SAHAKARI BANK LTD. GSTIN: 24AAAAT3034C125 PAN: AAAAT3034C STATE: GUJARAT APPROVAL SIGNATURE SIGNER: ASHUTOSH BALVANTRAY UPADHYAY DATA: 23 MARCH 2023 14:35 REASON: DIGITALLY SIGNED"
903584,1519806,1018522,"2ND FIR, MTC BLDG, POLICE BAZAR, SHILLONG",21,62,,PDF_Address,ICIC_MERX_UPI1_202302_D_MERXUPI102230038.txt,"MEGHALAYA RURAL BANK 2ND FIR, MTC BLDG, POLICE BAZAR, SHILLONG INVOICE DATE: 28-02-2023 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 MERXUP|102230038 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 9"
903585,1519806,1018521,MEGHALAYA RURAL BANK,0,20,,PDF_Bank Name,ICIC_MERX_UPI1_202302_D_MERXUPI102230038.txt,"MEGHALAYA RURAL BANK 2ND FIR, MTC BLDG, POLICE BAZAR, SHILLONG INVOICE DATE: 28-02-2023 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 MERXUP|102230038 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTE"
903592,1519806,1018524,INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 997158 FUND TRANSFER TRANSACTIONS 1657 667.44 MERCHANT TRANSACTIONS 1663 1.35 TOTAL 668.79,316,451,,PDF_Interchange Fees,ICIC_MERX_UPI1_202302_D_MERXUPI102230038.txt,"BANK 2ND FIR, MTC BLDG, POLICE BAZAR, SHILLONG INVOICE DATE: 28-02-2023 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 MERXUP|102230038 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 997158 FUND TRANSFER TRANSACTIONS 1657 667.44 MERCHANT TRANSACTIONS 1663 1.35 TOTAL 668.79 CGST @ 9% 0.00 SGST/UGST @9%% 0,00 IGST @ 18% 120.38 GRAND TOTAL 789.17 TOTAL (AMOUNT IN WORDS) RUPEES SEVEN HUNDRED EIGHTY NINE AND SEVENTEEN PAISE ONLY FOR MEGHALAYA RURAL BANK GSTIN: 17AABAM4195Q1ZX PAN: AABAM4195Q STATE: MEGHALAYA SHEMPHANG LYNGDOH"
903597,1519806,1018520,MERXUP|102230038,217,233,,PDF_Invoice Number,ICIC_MERX_UPI1_202302_D_MERXUPI102230038.txt,"MEGHALAYA RURAL BANK 2ND FIR, MTC BLDG, POLICE BAZAR, SHILLONG INVOICE DATE: 28-02-2023 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 MERXUP|102230038 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF FEB-23 997158 FUND TRANSFER TRANSACTIONS 1657 667.44 MERCHANT TRANSACTIONS 1663 1.35 TOTAL 668.79 CGST @ 9% 0.00 SGST/UGST @9%% 0,00 IGST @ 18% 120.38 GRAND TOTAL 789.17 TOTAL (AM"
903607,1519807,1018522,"JIVANSHREE, PLOT NO.35, SECTOR G, TOWN CENTER, CIDCO, AURANGABAD, MAHARASHTRA, PIN: 431003",24,114,,PDF_Address,ICIC_MGBX_UPI1_202212_D_MGBXUPI112220096.txt,"MAHARASHTRA GRAMIN BANK JIVANSHREE, PLOT NO.35, SECTOR G, TOWN CENTER, CIDCO, AURANGABAD, MAHARASHTRA, PIN: 431003 INVOICE DATE: 31-12-2022 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 MGBXUP|112220096 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIPTION HSN CODE DETAILS COUNT UNIT AMOUNT(RS.) INTERCHANGE RECEIVED FOR THE MONTH OF DEC-22 9"
903609,1519807,1018521,MAHARASHTRA GRAMIN BANK,0,23,,PDF_Bank Name,ICIC_MGBX_UPI1_202212_D_MGBXUPI112220096.txt,"MAHARASHTRA GRAMIN BANK JIVANSHREE, PLOT NO.35, SECTOR G, TOWN CENTER, CIDCO, AURANGABAD, MAHARASHTRA, PIN: 431003 INVOICE DATE: 31-12-2022 CUSTOMER:ICICI BANK LTD. ADDRESS :ICICI BANK TOWER, GROUND FLOOR, BKC ROAD, MUMBAI INVOICE NO: STATE :MAHARASHTRA STATE CODE :27 MGBXUP|112220096 GSTIN :27AAACI1195H1ZM SR.NO. DESCRIP"
